model,arm,checkpoint,probe_name,task,aggregate_gram,aggregate_global_mean,per_sample_mean,per_sample_second_moment_contribution,checkpoint_weight,status,profile_path
llama,offkd,80,E_if,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/offkd/step_080/E_if.pt
llama,offkd,80,E_if,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/offkd/step_080/E_if.pt
llama,seqkd,20,E_general,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_general.pt
llama,seqkd,20,E_general,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_general.pt
llama,seqkd,20,E_general,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_general.pt
llama,seqkd,20,E_math,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_math.pt
llama,seqkd,20,E_math,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_math.pt
llama,seqkd,20,E_math,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_math.pt
llama,seqkd,20,E_ood,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_ood.pt
llama,seqkd,20,E_ood,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_ood.pt
llama,seqkd,20,E_ood,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_ood.pt
llama,seqkd,20,E_if,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_if.pt
llama,seqkd,20,E_if,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_if.pt
llama,seqkd,20,E_if,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_020/E_if.pt
llama,seqkd,40,E_general,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_general.pt
llama,seqkd,40,E_general,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_general.pt
llama,seqkd,40,E_general,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_general.pt
llama,seqkd,40,E_math,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_math.pt
llama,seqkd,40,E_math,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_math.pt
llama,seqkd,40,E_math,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_math.pt
llama,seqkd,40,E_ood,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_ood.pt
llama,seqkd,40,E_ood,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_ood.pt
llama,seqkd,40,E_ood,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_ood.pt
llama,seqkd,40,E_if,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_if.pt
llama,seqkd,40,E_if,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_if.pt
llama,seqkd,40,E_if,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_040/E_if.pt
llama,seqkd,80,E_general,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_general.pt
llama,seqkd,80,E_general,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_general.pt
llama,seqkd,80,E_general,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_general.pt
llama,seqkd,80,E_math,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_math.pt
llama,seqkd,80,E_math,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_math.pt
llama,seqkd,80,E_math,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_math.pt
llama,seqkd,80,E_ood,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_ood.pt
llama,seqkd,80,E_ood,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_ood.pt
llama,seqkd,80,E_ood,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_ood.pt
llama,seqkd,80,E_if,RR1A_RR1B,present_but_insufficient,present_but_insufficient,present_but_insufficient,missing,present,NEEDS_NEW_FORWARD_PER_SAMPLE_SECOND_MOMENT,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_if.pt
llama,seqkd,80,E_if,RR2S,present,not_required,not_required,not_required,present,READY_REUSE_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_if.pt
llama,seqkd,80,E_if,RR3,present,present,present,not_required,present,READY_REUSE_AFTER_WEIGHTING_AUDIT_NO_FORWARD,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/seqkd/step_080/E_if.pt
qwen,opd,20,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,20,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,40,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,opd,80,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,20,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,40,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,sft,80,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
